	Unnamed: 0	Unnamed: 0.1	Unnamed: 0.1.1	Unnamed: 0.1.1.1	Unnamed: 0.1.1.1.1	USERID	TweetTime	TweetID	Tweet	(1) Very General	(2) General	(3) Specific	(4) Very specific	(5) Extremely Specific	NA	Majority	Score	Time	time_zone	weeks	hours	month	date
1933	3020	3020	3020	3020	3020	267439238	2014	537276999480258560	Out for some champagne - Bubblews <URL> via <USER>	0	3	2	1	0	0	2	2.6666666666666665	Tue Nov 25 16:09:53 +0000 2014	Eastern Time (US & Canada)	Tue	11	Nov	25
1934	3021	3021	3021	3021	3021	267439238	2015	606421047127113728	<USER> Paying bills online , I paid an old non-working ATT acct large sum of money meant for AMEX . I need it back . Online banking bad	0	1	2	2	1	0	3	3.5	Thu Jun 04 11:23:39 +0000 2015	Eastern Time (US & Canada)	Thu	6	Jun	4
1935	3022	3022	3022	3022	3022	26750616	2009	1879182840	it is awesome living in the desert especially at night when it is warm and quiet	1	3	1	1	0	0	2	2.333333333333333	Fri May 22 04:32:47 +0000 2009	Central Time (US & Canada)	Fri	0	May	22
1936	3023	3023	3023	3023	3023	26750616	2016	760696430654812160	Birthday Cake , Hummingbird Cake with Purple Frosting , made by my Son in Law from scratch , delicious <URL>	0	1	1	1	3	0	5	4.0	Wed Aug 03 04:38:56 +0000 2016	Central Time (US & Canada)	Wed	0	Aug	3
1937	3024	3024	3024	3024	3024	2675305502	2017	938092926705586179	Free #HourofCode content from <USER> <URL> plus this giveaway for a Cue #robot ! <URL> #giveaway	0	2	3	1	0	0	3	2.833333333333333	Tue Dec 05 17:09:17 +0000 2017	Eastern Time (US & Canada)	Tue	12	Dec	5
1938	3025	3025	3025	3025	3025	2675305502	2017	884183246896082944	I entered a giveaway for a chance to win 'U . V PROTECTION iCOVER 60 Inch Heavy-Duty water pr . . . ' by iCover . <URL> #giveaway	1	1	3	1	0	0	3	2.6666666666666665	Sun Jul 09 22:51:28 +0000 2017	Eastern Time (US & Canada)	Sun	18	Jul	9
1939	3026	3026	3026	3026	3026	26773418	2014	520593142907928576	Busy weekend ahead , two open mics and a Morris gig . At least I get to see my parents too ! : ) 	0	0	3	3	0	0	3	3.5	Fri Oct 10 15:14:12 +0000 2014	Pacific Time (US & Canada)	Fri	8	Oct	10
1940	3027	3027	3027	3027	3027	26773418	2014	465553189446512640	<USER> <USER> <USER> Definition of a Mini Bar in Morris circles . . . . . <URL>	1	2	3	0	0	0	3	2.333333333333333	Sun May 11 18:05:04 +0000 2014	Pacific Time (US & Canada)	Sun	11	May	11
1941	3028	3028	3028	3028	3028	270280907	2013	369829333503729665	The essence of true love is not finding a perfect lover but loving an imperfect person perfectly . 	2	2	2	0	0	0	1	2.0	Tue Aug 20 14:32:38 +0000 2013	Hawaii	Tue	5	Aug	20
1942	3029	3029	3029	3029	3029	270280907	2013	336711438854930432	'When You Truly Believe That You Deserve Success Your Mind Will Automatically Generate Ways To Achieve It'	2	3	1	0	0	0	2	1.8333333333333333	Tue May 21 05:13:57 +0000 2013	Hawaii	Mon	19	May	20
1943	3034	3034	3034	3034	3034	271054477	2013	312359974221279234	Date night with <USER> ! ( @ Red Cow w/ 2 others ) <URL>	1	2	1	2	0	0	2	2.6666666666666665	Fri Mar 15 00:29:55 +0000 2013	Central Time (US & Canada)	Thu	19	Mar	14
1944	3035	3035	3035	3035	3035	271054477	2011	121591520854933504	left the windows open for Simon Jr . this am &talked to my mom 'did you push on the screens , you know he could get out' . thanks mom . #nervous	0	1	2	2	1	0	3	3.5	Wed Oct 05 14:24:12 +0000 2011	Central Time (US & Canada)	Wed	9	Oct	5
1945	3036	3036	3036	3036	3036	27112840	2011	128816054284718080	<USER> nothing is true in economics	4	2	0	0	0	0	1	1.3333333333333333	Tue Oct 25 12:51:55 +0000 2011	Quito	Tue	8	Oct	25
1946	3037	3037	3037	3037	3037	27112840	2011	83916362275237888	staying in bed life is better that way	4	2	0	0	0	0	1	1.3333333333333333	Thu Jun 23 15:16:34 +0000 2011	Quito	Thu	10	Jun	23
1947	3040	3040	3040	3040	3040	2680272985	2014	503747962816581632	<USER> Sam I love your Hawaiian shirts . You should play more airsoft , but I love the current Node and CorridorDigital videos	0	1	0	2	2	0	4	4.0	Mon Aug 25 03:37:28 +0000 2014	Pacific Time (US & Canada)	Sun	21	Aug	24
1948	3041	3041	3041	3041	3041	2680272985	2015	634469196777172993	<USER> <USER> more police role play : D lmao	1	1	2	0	1	0	3	2.8	Thu Aug 20 20:56:59 +0000 2015	Pacific Time (US & Canada)	Thu	14	Aug	20
1949	3042	3042	3042	3042	3042	268388505	2013	359722269662126082	<USER> lol andy knows whatsup	2	2	0	0	1	0	1	2.2	Tue Jul 23 17:10:47 +0000 2013	Eastern Time (US & Canada)	Tue	12	Jul	23
1950	3043	3043	3043	3043	3043	268388505	2014	509165152105926656	<USER> good glad we settled this	4	0	0	0	1	0	1	1.8	Tue Sep 09 02:23:26 +0000 2014	Eastern Time (US & Canada)	Mon	21	Sep	8
1951	3044	3044	3044	3044	3044	26861679	2010	5979074874839040	@ the shop . . . willing myself not to go 2 sleep under this here dryer ! ! 	2	1	2	0	0	0	1	2.0	Sat Nov 20 13:41:37 +0000 2010	Quito	Sat	9	Nov	20
1952	3045	3045	3045	3045	3045	26861679	2011	66857739883778048	How is it my nephew has n't eaten in 24 HOURS ? ? ! ! Bless him Lord ! ! #collegelife	2	0	1	1	1	0	1	2.8	Sat May 07 13:31:42 +0000 2011	Quito	Sat	9	May	7
1953	3046	3046	3046	3046	3046	268630083	2012	207483277622247425	<USER> gm and how r u this morning ? ? ? ? ? 	3	0	0	1	1	0	1	2.4	Tue May 29 14:47:22 +0000 2012	Central Time (US & Canada)	Tue	10	May	29
1954	3047	3047	3047	3047	3047	268630083	2011	122878433394032640	 ( <USER> ) I entered your Giveaway My YT is tparkerlee123 check me out	0	1	3	0	1	0	3	3.2	Sun Oct 09 03:37:56 +0000 2011	Central Time (US & Canada)	Sat	23	Oct	8
1955	3048	3048	3048	3048	3048	25561815	2014	426528995128389632	I'm earning #mPOINTS Rewards in The Weather Channel . <URL>	0	1	1	4	0	0	4	3.5	Fri Jan 24 01:36:51 +0000 2014	Arizona	Thu	19	Jan	23
1956	3049	3049	3049	3049	3049	25561815	2016	779170945965621249	I'm earning #mPLUSRewards in mPLUS Places . <URL>	0	0	2	4	0	0	4	3.6666666666666665	Fri Sep 23 04:10:04 +0000 2016	Arizona	Thu	21	Sep	22
1957	3050	3050	3050	3050	3050	255805677	2011	129775699761430530	First iPad tweet ! : D	3	3	0	0	0	0	1	1.5	Fri Oct 28 04:25:12 +0000 2011	Pacific Time (US & Canada)	Thu	21	Oct	27
1958	3051	3051	3051	3051	3051	255805677	2013	369565537077960704	<USER> hmmmmmm why is that better ? 	6	0	0	0	0	0	1	1.0	Mon Aug 19 21:04:24 +0000 2013	Pacific Time (US & Canada)	Mon	14	Aug	19
1959	3052	3052	3052	3052	3052	25602626	2014	545406149340569600	Excuse Me , Miss ? Um… Hello ? <URL>	5	1	0	0	0	0	1	1.1666666666666667	Thu Dec 18 02:32:13 +0000 2014	Pacific Time (US & Canada)	Wed	19	Dec	17
1960	3053	3053	3053	3053	3053	25602626	2014	545405240367779840	Understanding Age-Related Memory Loss <URL>	0	2	2	2	0	0	2	3.0	Thu Dec 18 02:28:37 +0000 2014	Pacific Time (US & Canada)	Wed	18	Dec	17
1961	3054	3054	3054	3054	3054	2560318209	2017	880260473479979009	i may or may not copy this  👀  <URL>	4	2	0	0	0	0	1	1.3333333333333333	Thu Jun 29 03:03:45 +0000 2017	Pacific Time (US & Canada)	Wed	20	Jun	28
1962	3055	3055	3055	3055	3055	2560318209	2017	885673182958628865	if cody comes back in the battle back imma throw hands i hate him	0	3	2	0	1	0	2	2.833333333333333	Fri Jul 14 01:31:56 +0000 2017	Pacific Time (US & Canada)	Thu	19	Jul	13
1963	3056	3056	3056	3056	3056	256038413	2014	544235978379255808	Kristen is the worst	0	1	4	1	0	0	3	3.0	Sun Dec 14 21:02:23 +0000 2014	Quito	Sun	16	Dec	14
1964	3057	3057	3057	3057	3057	256038413	2014	514440255827881984	Miss her sm just wanna squeeze her cute chubby cheeks : ( <URL>	0	4	2	0	0	0	2	2.333333333333333	Tue Sep 23 15:44:49 +0000 2014	Quito	Tue	11	Sep	23
1965	3058	3058	3058	3058	3058	273755377	2014	432677500758401024	<3  ♫  Love Is an Open Door – Kristen Bell , Santino Fontana <URL> #NowPlaying	0	2	0	1	3	0	5	3.8333333333333335	Mon Feb 10 00:48:49 +0000 2014	Arizona	Sun	18	Feb	9
1966	3059	3059	3059	3059	3059	273755377	2012	178732729385484288	I liked an <USER> video <URL> TWINSIES ! ! ! ( Hang with Shane : Day 23 ) 	0	2	1	3	0	0	4	3.1666666666666665	Sun Mar 11 06:42:58 +0000 2012	Arizona	Sun	0	Mar	11
1967	3060	3060	3060	3060	3060	2737716743	2015	634709665775943680	Free CFAMily Day at Rollins Cornell Fine Arts Museum Saturday - <URL> #homeschooling #free #museum	0	0	2	3	1	0	4	3.8333333333333335	Fri Aug 21 12:52:31 +0000 2015	Pacific Time (US & Canada)	Fri	6	Aug	21
1968	3061	3061	3061	3061	3061	2737716743	2015	641370452812697600	Home-schooling families oppose Common Core - <URL> #homeschool	0	1	3	1	1	0	3	3.333333333333333	Tue Sep 08 22:00:06 +0000 2015	Pacific Time (US & Canada)	Tue	15	Sep	8
1969	3062	3062	3062	3062	3062	2737938830	2017	816307207268601856	<USER> Still do n't get why OU still labels the suspension as a 'redshirt . '	1	1	3	0	1	0	3	2.833333333333333	Tue Jan 03 15:36:19 +0000 2017	Pacific Time (US & Canada)	Tue	8	Jan	3
1970	3063	3063	3063	3063	3063	2737938830	2016	813982141059047426	<USER> it 's me . No clue what section to get my tickets , but i'm definitely going	0	4	2	0	0	0	2	2.333333333333333	Wed Dec 28 05:37:20 +0000 2016	Pacific Time (US & Canada)	Tue	22	Dec	27
1971	3064	3064	3064	3064	3064	27813723	2015	853828254658174980	Just posted a photo <URL>	3	0	2	1	0	0	1	2.1666666666666665	Mon Apr 17 04:31:33 +0000 2017	Pacific Time (US & Canada)	Sun	22	Apr	16
1972	3065	3065	3065	3065	3065	27813723	2017	864916756405432320	<USER> I hope it 's a splendid day for you . Happy birthday from Spokane ! <URL>	0	0	5	1	0	0	3	3.1666666666666665	Wed May 17 18:53:18 +0000 2017	Pacific Time (US & Canada)	Wed	12	May	17
1973	3068	3068	3068	3068	3068	2784671755	2014	536997520594178048	Hm , I have 83 followers . Nice . I remember that it took me forever to get to 100 on my personal account so this feels weird . But a good weird	0	2	3	1	0	0	3	2.833333333333333	Mon Nov 24 21:39:20 +0000 2014	Eastern Time (US & Canada)	Mon	17	Nov	24
1974	3069	3069	3069	3069	3069	2784671755	2015	634194512009564160	Hair is all sweaty and my face is all redml . That is a sign that I definitely rocked out tonight . Thanks <USER> . 	0	1	5	0	0	0	3	2.833333333333333	Thu Aug 20 02:45:29 +0000 2015	Eastern Time (US & Canada)	Wed	22	Aug	19
1975	3074	3074	3074	3074	3074	2592291506	2015	672986882821632000	<USER> that sucks did you have any seizures or just the panic attack ? 	0	1	3	1	0	0	3	3.0	Sat Dec 05 03:52:31 +0000 2015	Central Time (US & Canada)	Fri	22	Dec	4
1976	3075	3075	3075	3075	3075	2592291506	2015	658341947342368770	<USER> that is quite a list . I hope you get it done ! ! GL	1	3	1	0	0	0	2	2.0	Sun Oct 25 17:58:46 +0000 2015	Central Time (US & Canada)	Sun	13	Oct	25
1977	3078	3078	3078	3078	3078	259483482	2014	508694908790521856	Word of the day : opportunity . #chefs	4	1	0	0	0	0	1	1.2	Sun Sep 07 19:14:52 +0000 2014	Central Time (US & Canada)	Sun	14	Sep	7
1978	3079	3079	3079	3079	3079	259483482	2013	320263845866262528	Most of my co-workers are in #Atlanta for #marchmadness , the others in Las Vegas . #jealous	0	1	3	1	0	0	3	3.0	Fri Apr 05 19:57:05 +0000 2013	Central Time (US & Canada)	Fri	15	Apr	5
1979	3082	3082	3082	3082	3082	2595838477	2014	505132746558435328	Expressive Character Designs by Meg Park . I love these ! So adorable . #illustration <URL>	0	0	4	1	0	0	3	3.2	Thu Aug 28 23:20:06 +0000 2014	Pacific Time (US & Canada)	Thu	16	Aug	28
1980	3083	3083	3083	3083	3083	2595838477	2015	664274286413225984	This is a #watercolor piece I'm getting ready to mail out to its new owner . I am so gratef… <URL> <URL>	0	1	3	1	0	0	3	3.0	Wed Nov 11 02:51:46 +0000 2015	Pacific Time (US & Canada)	Tue	19	Nov	10
1981	3084	3084	3084	3084	3084	27694069	2012	162016884810719232	The republican response is terrible . This guy was a bad choice . He comes off as way too confrontational . Following Obama he sounds like an ass	0	1	2	2	1	0	3	3.5	Wed Jan 25 03:40:10 +0000 2012	Alaska	Tue	19	Jan	24
1982	3085	3085	3085	3085	3085	27694069	2012	234812500955234304	Hop harvest 2012 complete <URL>	1	2	1	1	0	1	2	2.4	Mon Aug 13 00:43:57 +0000 2012	Alaska	Sun	17	Aug	12
1983	3088	3088	3088	3088	3088	2772048276	2016	743327763935854592	<USER> Did n't know the name of the songs , was hoping to find out what they were ! Thanks for the reply . Just found you on the dial . 	0	3	2	1	0	0	2	2.6666666666666665	Thu Jun 16 06:22:03 +0000 2016	America/Los_Angeles	Wed	23	Jun	15
1984	3089	3089	3089	3089	3089	2772048276	2017	887043500822286336	Another good way to make a little spending cash online is <URL> Have fun ! #swagathlon	2	2	2	0	0	0	1	2.0	Mon Jul 17 20:17:05 +0000 2017	America/Los_Angeles	Mon	13	Jul	17
1985	3090	3090	3090	3090	3090	277250373	2014	430183595991248896	Hand prints and good grips all on my ass  🙊 	1	4	1	0	0	0	2	2.0	Mon Feb 03 03:38:56 +0000 2014	Central Time (US & Canada)	Sun	22	Feb	2
1986	3091	3091	3091	3091	3091	277250373	2013	330568914922778624	Beer pong champ  👌 	3	2	1	0	0	0	1	1.6666666666666667	Sat May 04 06:25:45 +0000 2013	Central Time (US & Canada)	Sat	1	May	4
1987	3092	3092	3092	3092	3092	277279447	2014	538211952779333632	People believe in you ten times more than you could believe in yourself . Live for the ones who believe in you and protect that belief . 	1	1	1	2	1	0	4	3.1666666666666665	Fri Nov 28 06:05:03 +0000 2014	Eastern Time (US & Canada)	Fri	1	Nov	28
1988	3093	3093	3093	3093	3093	277279447	2014	469293165262819329	It 's fine if someone hated me . It 's not fine if they drag others into our situations . Those are called drama queens . 	1	1	1	1	2	0	5	3.333333333333333	Thu May 22 01:46:24 +0000 2014	Eastern Time (US & Canada)	Wed	21	May	21
1989	3096	3096	3096	3096	3096	2795122100	2015	562222485743992832	PANDEMONIUMPRESSPRESENTS featured writer Sharon Coleman Feb 4 , Wed , 6 : 45 PM AT SPICE MONKEY , OAKLAND , CA #OpenMic <URL>	1	0	0	0	4	0	5	4.2	Mon Feb 02 12:14:20 +0000 2015	Pacific Time (US & Canada)	Mon	4	Feb	2
1990	3097	3097	3097	3097	3097	2795122100	2014	512428918528159744	Call for submissions riverbabble 26 , 'the good fight' . Poetry , Short Story , Flash Fiction , Haiku , Haibun and Review . riverbabble<USER> . com	1	1	0	3	0	0	4	3.0	Thu Sep 18 02:32:29 +0000 2014	Pacific Time (US & Canada)	Wed	20	Sep	17
1991	3098	3098	3098	3098	3098	27956258	2009	1702417270	I am sick of this cold and wet . Make it stop . Also Tony noms in the morning ! 	0	3	0	2	0	0	2	2.8	Tue May 05 02:46:17 +0000 2009	Eastern Time (US & Canada)	Mon	22	May	4
1992	3099	3099	3099	3099	3099	27956258	2011	103602176894582784	<USER> lol Jessica said she wished she could see too . 	0	3	2	0	0	0	2	2.4	Tue Aug 16 23:00:58 +0000 2011	Eastern Time (US & Canada)	Tue	18	Aug	16
1993	3100	3100	3100	3100	3100	2797106562	2017	832683556908392449	<USER> <URL> oh my god	4	1	0	0	0	0	1	1.2	Fri Feb 17 20:10:05 +0000 2017	Eastern Time (US & Canada)	Fri	15	Feb	17
1994	3101	3101	3101	3101	3101	2797106562	2017	873417078212108288	premiere and I am so excited ! ! I had forgotten what a great show it is . But I'm also upset because it 's the last season  😭 	1	1	3	0	0	0	3	2.4	Sat Jun 10 05:50:33 +0000 2017	Eastern Time (US & Canada)	Sat	1	Jun	10
1995	3102	3102	3102	3102	3102	279729851	2012	253155846220046336	“<USER> : Flintco says it may be bought out by Alberici <URL>” Wow . I 've done a decent amount of work with Flintco . 	0	0	4	0	1	0	3	3.4	Tue Oct 02 15:33:51 +0000 2012	Central Time (US & Canada)	Tue	11	Oct	2
1996	3103	3103	3103	3103	3103	279729851	2014	488644654896648192	My twitter account needs a purpose . . . #whyamidoingthis	3	2	0	0	0	0	1	1.4	Mon Jul 14 11:22:18 +0000 2014	Central Time (US & Canada)	Mon	6	Jul	14
1997	3104	3104	3104	3104	3104	2759657456	2014	507191796821393409	Pro-choice heckler in a pro-life march . In background : 'pro-choice kills millions like my Sam born 25 weeks' <URL>	0	0	3	1	2	0	3	3.8333333333333335	Wed Sep 03 15:42:02 +0000 2014	Eastern Time (US & Canada)	Wed	11	Sep	3
1998	3105	3105	3105	3105	3105	2759657456	2014	519549365468155904	<USER> Yes , exactly . It gives sides that are obviously wrong a platform as they strive to be 'fair and balanced'	0	4	2	0	0	0	2	2.333333333333333	Tue Oct 07 18:06:36 +0000 2014	Eastern Time (US & Canada)	Tue	13	Oct	7
1999	3110	3110	3110	3110	3110	27619987	2014	522897408871501824	I liked a <USER> video from <USER> <URL> Tsunami	4	1	1	0	0	0	1	1.5	Thu Oct 16 23:50:31 +0000 2014	Central Time (US & Canada)	Thu	19	Oct	16
2000	3111	3111	3111	3111	3111	27619987	2017	909573473974005767	<USER> I did n't tell Ben Stein what he could n't say . I simply expressed my opinion on his statement . 	0	3	2	1	0	0	2	2.6666666666666665	Mon Sep 18 00:23:09 +0000 2017	Central Time (US & Canada)	Sun	19	Sep	17
2001	3114	3114	3114	3114	3114	27633619	2012	257475821147660288	<USER> witten or Rudolph ? #sitorstart #fantasyfootball	1	2	3	0	0	0	3	2.333333333333333	Sun Oct 14 13:39:54 +0000 2012	Eastern Time (US & Canada)	Sun	9	Oct	14
2002	3115	3115	3115	3115	3115	27633619	2015	570936787595448320	So . Much . Snow #overit	2	4	0	0	0	0	2	1.6666666666666667	Thu Feb 26 13:21:52 +0000 2015	Eastern Time (US & Canada)	Thu	8	Feb	26
2003	3120	3120	3120	3120	3120	27640903	2016	726108185136889856	Phishing apps posing as popular payment services infiltrate Google Play <URL> via <USER>	0	0	5	0	1	0	3	3.333333333333333	Fri Apr 29 17:57:36 +0000 2016	Eastern Time (US & Canada)	Fri	13	Apr	29
2004	3121	3121	3121	3121	3121	27640903	2016	714824147784884224	FBI Wants Businesses To Help With Ransomware Probe - <URL>	0	2	3	1	0	0	3	2.833333333333333	Tue Mar 29 14:38:52 +0000 2016	Eastern Time (US & Canada)	Tue	10	Mar	29
2005	3122	3122	3122	3122	3122	2764247252	2015	661756416588320768	'The next time , I should like to arrive on a donkey , with my carrot spouse marching along'	1	3	1	0	1	0	2	2.5	Wed Nov 04 04:06:39 +0000 2015	Pacific Time (US & Canada)	Tue	20	Nov	3
2006	3123	3123	3123	3123	3123	2764247252	2016	706359913073651712	Quote of the day : 'Nobody is born Chinese ! Race is just a social construct ! ' Brought to you by <USER>	3	2	1	0	0	0	1	1.6666666666666667	Sun Mar 06 06:05:01 +0000 2016	Pacific Time (US & Canada)	Sat	22	Mar	5
2007	3128	3128	3128	3128	3128	27155420	2017	858074624688615424	#FBF - Athletic Training Picture Day 2016-17 #NPU #Vikings #ATS #AthleticTraining <URL>	0	2	3	2	0	0	3	3.0	Fri Apr 28 21:45:07 +0000 2017	Central Time (US & Canada)	Fri	17	Apr	28
2008	3129	3129	3129	3129	3129	27155420	2016	761894573421555712	I'm so not a morning person  😒 	4	3	0	0	0	0	1	1.4285714285714286	Sat Aug 06 11:59:56 +0000 2016	Central Time (US & Canada)	Sat	7	Aug	6
2009	3130	3130	3130	3130	3130	27167575	2013	367783489958981632	<USER> go join this NOW ! <URL>	6	0	1	0	0	0	1	1.2857142857142858	Wed Aug 14 23:03:11 +0000 2013	Quito	Wed	18	Aug	14
2010	3131	3131	3131	3131	3131	27167575	2014	426394141551915009	stud had a song stuck in his head & me be so sweet , nice & thoughtful I found it on utube & played it 4 him : D #AlwaysHelpful	0	3	4	0	0	0	3	2.571428571428572	Thu Jan 23 16:41:00 +0000 2014	Quito	Thu	12	Jan	23
2011	3134	3134	3134	3134	3134	2549448884	2017	918281983012241409	How tf did this happen	3	2	0	0	0	0	1	1.4	Thu Oct 12 01:07:40 +0000 2017	Central Time (US & Canada)	Wed	20	Oct	11
2012	3135	3135	3135	3135	3135	2549448884	2016	784263860521807872	Women are females you fucking idiot <URL>	1	3	1	0	0	0	2	2.0	Fri Oct 07 05:27:29 +0000 2016	Central Time (US & Canada)	Fri	0	Oct	7
2013	3136	3136	3136	3136	3136	25504874	2016	763109838649892864	<USER> haha ! I do ladder drills all the time and look the same ! You go girl ! 	0	3	1	1	0	0	2	2.6	Tue Aug 09 20:28:58 +0000 2016	Atlantic Time (Canada)	Tue	16	Aug	9
2014	3137	3137	3137	3137	3137	25504874	2017	930591551146921984	Gym done ( thx for the Jewel musical mishaps ) #yoga #abs #trx Time to hit shit at FMA ! <USER>	1	2	1	1	0	0	2	2.4	Wed Nov 15 00:21:30 +0000 2017	Atlantic Time (Canada)	Tue	20	Nov	14
2015	3138	3138	3138	3138	3138	25505266	2009	2469166494	<USER> be careful . I love you	2	3	0	0	0	0	2	1.6	Sat Jul 04 13:44:07 +0000 2009	Central Time (US & Canada)	Sat	9	Jul	4
2016	3139	3139	3139	3139	3139	25505266	2009	5810039001	14 broke up with a boy today *thank God* Pray that I do n't have to listen to the Creed repeat like last time . 	0	3	2	0	0	0	2	2.4	Tue Nov 17 23:28:51 +0000 2009	Central Time (US & Canada)	Tue	17	Nov	17
2017	3140	3140	3140	3140	3140	255080282	2013	305769719997280257	I got Definitely on 'Are you Harry 's Type ? ' <URL>	0	2	3	0	0	0	3	2.6	Sun Feb 24 20:02:36 +0000 2013	Eastern Time (US & Canada)	Sun	15	Feb	24
2018	3141	3141	3141	3141	3141	255080282	2014	521405261945532416	I'm now a D-List celebrity in Kim Kardashian : Hollywood . Come join me and become famous too by playing on Android ! <URL>	1	1	1	1	1	0	1	3.0	Sun Oct 12 21:01:16 +0000 2014	Eastern Time (US & Canada)	Sun	16	Oct	12
2019	3142	3142	3142	3142	3142	25518267	2014	485280533245460480	<USER> thank you for that book cover . Added to my anon response folder : - ) 	0	0	4	0	1	0	3	3.4	Sat Jul 05 04:34:29 +0000 2014	Quito	Sat	0	Jul	5
2020	3143	3143	3143	3143	3143	25518267	2014	542368138915225602	<USER> Motes of Light and Strange coins , too	0	2	2	1	0	0	2	2.8	Tue Dec 09 17:20:15 +0000 2014	Quito	Tue	12	Dec	9
2021	3146	3146	3146	3146	3146	261948686	2013	375743852302172160	Lmao he 's going through a weird hey I found my tongue phase ! <URL>	2	1	2	0	0	0	1	2.0	Thu Sep 05 22:14:50 +0000 2013	Mountain Time (US & Canada)	Thu	17	Sep	5
2022	3147	3147	3147	3147	3147	261948686	2013	297746039748829184	<USER> aww : ( even though it hurts mine normally goes away pretty fast ! Have you asked your doctor about it ? 	0	3	2	0	0	0	2	2.4	Sat Feb 02 16:39:22 +0000 2013	Mountain Time (US & Canada)	Sat	11	Feb	2
2023	3148	3148	3148	3148	3148	262589820	2013	377340193809772544	<USER> oh damn he did that ? 	1	3	1	0	0	0	2	2.0	Tue Sep 10 07:58:07 +0000 2013	Pacific Time (US & Canada)	Tue	1	Sep	10
2024	3149	3149	3149	3149	3149	262589820	2012	172904219169402880	the nba ad against using the word 'gay' is pretty fucking gay	0	0	4	1	0	0	3	3.2	Fri Feb 24 04:42:32 +0000 2012	Pacific Time (US & Canada)	Thu	21	Feb	23
2025	3150	3150	3150	3150	3150	262673727	2013	394794640257593344	<USER> I start throwing tomorrow	0	5	0	0	0	0	2	2.0	Mon Oct 28 11:55:51 +0000 2013	Quito	Mon	7	Oct	28
2026	3151	3151	3151	3151	3151	262673727	2012	248780422492852224	Dip in your mouth and a cigarette in your hand #classy	1	2	2	0	0	0	2	2.2	Thu Sep 20 13:47:29 +0000 2012	Quito	Thu	9	Sep	20
2027	3152	3152	3152	3152	3152	258659694	2014	477903085403398144	Ice cream , ice cream and more ice cream ( @ Berkey Creamery - <USER> w/ 4 others ) <URL>	2	2	2	0	0	0	1	2.0	Sat Jun 14 19:59:09 +0000 2014	Eastern Time (US & Canada)	Sat	15	Jun	14
2028	3153	3153	3153	3153	3153	258659694	2014	445272694758850560	Damn <USER> lots of empty seats at Bristol . Wish we were there . 	0	1	5	0	0	0	3	2.833333333333333	Sun Mar 16 18:57:37 +0000 2014	Eastern Time (US & Canada)	Sun	14	Mar	16
2029	3158	3158	3158	3158	3158	259199391	2015	679516477557358592	96 percent of people answered this correctly . Can you ? <URL>	1	3	0	2	0	0	2	2.5	Wed Dec 23 04:18:47 +0000 2015	Mountain Time (US & Canada)	Tue	22	Dec	22
2030	3159	3159	3159	3159	3159	259199391	2015	599276732080787456	Learn how to make baked eggs with spinach and leeks : <URL> via <USER> #TTWatch	0	1	2	3	0	0	4	3.333333333333333	Fri May 15 18:14:41 +0000 2015	Mountain Time (US & Canada)	Fri	13	May	15
2031	3160	3160	3160	3160	3160	25920698	2011	135645971014090752	<USER> yeah I'm with it . I ai n't ever doin shit . . . 	3	2	1	0	0	0	1	1.6666666666666667	Sun Nov 13 09:11:34 +0000 2011	Eastern Time (US & Canada)	Sun	4	Nov	13
2032	3161	3161	3161	3161	3161	25920698	2012	225343207087673344	Is that too much to ask for ? ? 	3	3	0	0	0	0	1	1.5	Tue Jul 17 21:36:21 +0000 2012	Eastern Time (US & Canada)	Tue	17	Jul	17
2033	3164	3164	3164	3164	3164	268878698	2014	439740994314313728	I love waking up in the middle of the night and remembering she 's next to me  😍😍😍  my girl is really beautiful I'm constantly staring at her  🙈 	0	1	2	1	2	0	3	3.6666666666666665	Sat Mar 01 12:36:37 +0000 2014	Central Time (US & Canada)	Sat	7	Mar	1
2034	3165	3165	3165	3165	3165	268878698	2014	438333253989068800	Father god I been betrayed  🎧 	2	4	0	0	0	0	2	1.6666666666666667	Tue Feb 25 15:22:46 +0000 2014	Central Time (US & Canada)	Tue	9	Feb	25
2035	3166	3166	3166	3166	3166	2690572039	2014	494560763512516608	Who 's up for some day-drinking ? #nomnomnom #yaybeer <URL>	1	2	3	0	0	0	3	2.333333333333333	Wed Jul 30 19:10:49 +0000 2014	Mountain Time (US & Canada)	Wed	14	Jul	30
2036	3167	3167	3167	3167	3167	2690572039	2017	900500789776482304	'It makes my legs hurt because of the angle of the dangle . ' #qconquotes #QuakeCon	2	0	2	1	1	0	1	2.833333333333333	Wed Aug 23 23:31:33 +0000 2017	Mountain Time (US & Canada)	Wed	19	Aug	23
2037	3168	3168	3168	3168	3168	26934762	2013	323910807211618304	Praying so hard for these people . 	2	3	1	0	0	0	2	1.8333333333333333	Mon Apr 15 21:28:49 +0000 2013	Central Time (US & Canada)	Mon	16	Apr	15
2038	3169	3169	3169	3169	3169	26934762	2016	788585258157535233	<USER> also , I finally killed that spider that kept interrupting us .  👊🏻🚫 	0	2	4	0	0	0	3	2.6666666666666665	Wed Oct 19 03:39:11 +0000 2016	Central Time (US & Canada)	Tue	23	Oct	18
2039	3170	3170	3170	3170	3170	26936084	2016	771329301144674304	<USER> Holy crap , are you ever dehydrated ? 	2	2	2	0	0	0	1	2.0	Thu Sep 01 12:50:10 +0000 2016	Central Time (US & Canada)	Thu	8	Sep	1
